,row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000001629,ENSG00000001629,1826.75812135437,-0.246091165637123,0.190393072929055,-1.29254264270855,0.196169288315468,0.474446482200218
ENSG00000001630,ENSG00000001630,979.608386428198,-0.179753249342182,0.121379855928636,-1.48091499999692,0.138629225359436,0.386406073067558
ENSG00000001631,ENSG00000001631,848.723819299268,-0.0712550209851294,0.15365280323414,-0.463740455659305,0.64283370875776,0.86210187896363
ENSG00000002016,ENSG00000002016,203.735815126675,-0.411582595769076,0.228455036442081,-1.80159125480003,0.0716097381879242,0.255785255862291
ENSG00000002079,ENSG00000002079,3.06484852801131,1.06112994552515,1.77213592723804,0.598785865810513,0.549315688867315,NA
ENSG00000002330,ENSG00000002330,688.667589034695,0.0103246419431296,0.0964225022817892,0.107077100249446,0.914727814058022,0.976989457490433
ENSG00000002549,ENSG00000002549,1229.98469317186,0.164300728725488,0.177395585311706,0.926182736942361,0.354351022345475,0.656729477666775
ENSG00000002586,ENSG00000002586,8367.26727634875,0.0792894308760599,0.13164008110015,0.602319827011788,0.546961265485186,0.801490814631211
ENSG00000002587,ENSG00000002587,1.95953335698007,0.399056442749026,1.15881067603973,0.344367247385754,0.730570117047998,NA
ENSG00000002726,ENSG00000002726,1.53531673945229,0.804939605370371,1.8033625142283,0.446354850463785,0.655340940970785,NA
ENSG00000002745,ENSG00000002745,7.28561888515924,-0.616755840397284,1.02005314561186,-0.604631085204228,0.545424147475142,NA
ENSG00000002746,ENSG00000002746,126.130005973738,0.19368125472415,0.308349478770701,0.628122529982216,0.529923674966576,0.78853350927184
ENSG00000002822,ENSG00000002822,351.152304336473,-0.0573898319667133,0.150034116411455,-0.382511880226807,0.702081718534866,0.893013427123576
ENSG00000002834,ENSG00000002834,8609.18275618938,0.416875055371324,0.108296983616801,3.84936903548853,0.000118422479333003,0.0018301106627534
ENSG00000002919,ENSG00000002919,251.500095596273,0.341973669874932,0.144338780689975,2.36924316694524,0.017824530040256,0.0988113131257967
ENSG00000002933,ENSG00000002933,546.441449222622,0.404466498425362,1.40062631378887,0.288775453126558,0.772753217770892,0.925756744263384
ENSG00000003056,ENSG00000003056,1837.96769229328,-0.00770187687693687,0.10038943371129,-0.076719995244586,0.938846297516214,0.983555502335285
ENSG00000003096,ENSG00000003096,414.075308683702,-0.964578629321616,0.191741904271291,-5.03060941731786,4.88923265861606e-07,1.49289170594234e-05
ENSG00000003137,ENSG00000003137,106.506412172302,-1.03077632905586,0.583074413477823,-1.76782980907645,0.0770893599140956,0.267760568984029
ENSG00000003147,ENSG00000003147,9.33188603208963,0.254911504755497,0.570505284731507,0.446817078785632,0.655007138938192,NA
ENSG00000003249,ENSG00000003249,122.242063046478,-0.368497975015864,0.353315002467841,-1.04297290644884,0.296960841170334,0.600626063988122
ENSG00000003393,ENSG00000003393,860.859802380907,0.0548919352194716,0.166834695847636,0.329019901649249,0.742140645414133,0.912907738368831
ENSG00000003400,ENSG00000003400,95.3711570248671,-0.17839890837588,0.354603466800509,-0.503094089816788,0.614898121800284,0.845066429642949
ENSG00000003402,ENSG00000003402,3368.72335143759,1.16249955503505,0.126138593252646,9.21604978348418,3.08247089974473e-20,7.91254606383625e-18
ENSG00000003436,ENSG00000003436,5053.34063480256,-0.325443615737942,0.199411744750845,-1.63201829533445,0.102675632127147,0.322727153593647
ENSG00000003509,ENSG00000003509,302.835086615061,-0.100895148270195,0.125090107320675,-0.806579756235597,0.419908640720205,0.713270117060061
ENSG00000003756,ENSG00000003756,2957.87449781706,-0.183767842696339,0.0805067784641179,-2.28263813559804,0.0224516926502705,0.11514760758156
ENSG00000003987,ENSG00000003987,30.2673614014711,0.754687159849314,0.350816093212694,2.151233009119,0.0314578128448347,0.146009370375428
ENSG00000003989,ENSG00000003989,39.5398447202775,0.586932349134438,0.730281578309876,0.80370690781055,0.421566263729415,0.714323233853434
ENSG00000004059,ENSG00000004059,1684.3217819095,0.37968977103963,0.114194253668287,3.32494638602882,0.000884355393123792,0.00941039458790539
ENSG00000004139,ENSG00000004139,312.643392000576,-0.0807770695340617,0.204992488865788,-0.394048923358102,0.693544919623825,0.889780575001763
ENSG00000004142,ENSG00000004142,1468.18173216884,0.152287930258555,0.127375714151311,1.19558058043663,0.231860273431006,0.523015168470746
ENSG00000004399,ENSG00000004399,3661.96471974267,-0.0519472643852787,0.217224517166169,-0.239140890093639,0.810996335736187,0.941262894070392
ENSG00000004455,ENSG00000004455,1236.90625297069,-0.0918567972106046,0.16457779099249,-0.558136044095986,0.576751489362173,0.821567090518257
ENSG00000004468,ENSG00000004468,5.59935950029571,0.241581280751299,0.814160769391887,0.296724295536545,0.76667700680622,NA
ENSG00000004478,ENSG00000004478,612.469678830193,-0.00303832191426732,0.166569999965182,-0.0182405109857863,0.98544698491184,0.995355988415721
ENSG00000004487,ENSG00000004487,1255.80031118487,-0.334105525803992,0.096038368546305,-3.47887548342622,0.000503522488042725,0.00602833840427436
ENSG00000004534,ENSG00000004534,1306.14906893784,-0.303531255147873,0.158959516857921,-1.90948778121394,0.0561991964864578,0.217793457212744
ENSG00000004660,ENSG00000004660,79.865424377978,-0.645176178926617,0.378102799642384,-1.70635123447072,0.0879427042570549,0.291633951384519
ENSG00000004700,ENSG00000004700,1510.20849871797,0.409553280859452,0.119162326764517,3.43693591741282,0.000588334782701619,0.00677211546917455
ENSG00000004766,ENSG00000004766,495.212595858396,-0.114356684939024,0.129941106528754,-0.880065500394355,0.378823827182129,0.67780118933605
ENSG00000004776,ENSG00000004776,12520.3502740741,-0.154542224152925,0.245604661253984,-0.629231641467549,0.52919741670236,0.787974866398628
ENSG00000004777,ENSG00000004777,104.39554381318,-0.471433085352395,0.409422542902585,-1.1514585445398,0.249543640578697,0.544511128676524
ENSG00000004779,ENSG00000004779,366.340319770589,0.109903471791761,0.136529808339925,0.804977851562855,0.4208324609444,0.713813439525116
ENSG00000004799,ENSG00000004799,935.559303330853,2.55967531416087,0.911031411160663,2.80964551035602,0.00495960938100028,0.0378786102245332
ENSG00000004809,ENSG00000004809,1.40994350389939,0.0528321817693283,1.54297791913354,0.0342404004063754,0.972685450550119,NA
ENSG00000004838,ENSG00000004838,16.3434516100777,-0.923936691699483,0.411508242281192,-2.2452446798578,0.0247524292442052,0.123402931986094
ENSG00000004846,ENSG00000004846,22.073292550198,-1.58995194445532,0.64941153114935,-2.44829644715635,0.014353350643243,0.0843950499172603
ENSG00000004848,ENSG00000004848,0.13880171053401,0.894699722854172,3.5338115409304,0.253182636507722,0.800127083554548,NA
ENSG00000004864,ENSG00000004864,152.306716934468,0.0559735174612687,0.274609505270302,0.2038294974756,0.83848674105845,0.953154821986807
ENSG00000004866,ENSG00000004866,523.884326788918,-0.614081619055333,0.212089244658632,-2.89539255063937,0.0037868464809515,0.0307827451458183
ENSG00000004897,ENSG00000004897,1680.01793286077,-0.161864823437843,0.100728098672608,-1.60694806683431,0.108065760929578,0.333625081483157
ENSG00000004939,ENSG00000004939,8.67357060287904,-0.60955143342928,0.56708221122924,-1.07489076779182,0.282423635833478,NA
ENSG00000004948,ENSG00000004948,0,NA,NA,NA,NA,NA
ENSG00000004961,ENSG00000004961,435.963192136172,-0.166362112576125,0.141786728980214,-1.1733264020735,0.240664938544885,0.533196504297157
ENSG00000004975,ENSG00000004975,1003.16479833127,-0.346747940303981,0.16259979891869,-2.1325237952931,0.0329638104607256,0.15096368594729
ENSG00000005001,ENSG00000005001,0,NA,NA,NA,NA,NA
ENSG00000005007,ENSG00000005007,2286.27675995712,0.221287272783182,0.0941992558621479,2.3491403489112,0.0188168126294717,0.102326975681633
ENSG00000005020,ENSG00000005020,752.819690039845,0.0733029402924756,0.150904592180527,0.485756856257783,0.627139566832102,0.852988660949456
ENSG00000005022,ENSG00000005022,1300.3667432696,-0.0771831248020295,0.116845445287115,-0.660557410794862,0.50889618925573,0.776204976276874
ENSG00000005059,ENSG00000005059,215.744400092371,0.223333752600782,0.257311169186684,0.867952033744594,0.385420591812455,0.684393816742835
ENSG00000005073,ENSG00000005073,0.424982332670398,-1.07930236636265,2.58025387820358,-0.418293089482371,0.675732841560343,NA
ENSG00000005075,ENSG00000005075,614.656589191918,0.0987773493243734,0.160706698121963,0.614643636380418,0.538790090091211,0.795453866954934
ENSG00000005100,ENSG00000005100,502.327471136299,0.314431865484893,0.130849122697254,2.40301088003772,0.0162607036287372,0.0927224334301105
ENSG00000005102,ENSG00000005102,0.442262621211789,-2.19311639032443,3.46383756581174,-0.63314643041308,0.526638024312906,NA
ENSG00000005108,ENSG00000005108,12.5069565681574,0.931825433823468,0.623894022306394,1.49356365104881,0.135289705996061,0.380706539819835
ENSG00000005156,ENSG00000005156,284.201575596381,-0.385473065910851,0.204307350859973,-1.88673126193606,0.0591964806364288,0.225599068756596
ENSG00000005175,ENSG00000005175,347.42491006876,-0.199143010245023,0.288689162982227,-0.689818101198635,0.490308584009859,0.762986007709707
ENSG00000005187,ENSG00000005187,26.7924966379797,-0.327506483008707,0.41245102052436,-0.794049394258593,0.427166676533742,0.718188201166022
ENSG00000005189,ENSG00000005189,79.0300154216569,-0.439826193614043,0.271072683961487,-1.62253970848842,0.104687838021062,0.326813571142369
ENSG00000005194,ENSG00000005194,458.750922474384,0.128001736266058,0.161088911317724,0.794603025242338,0.426844458013593,0.717819384265856
ENSG00000005206,ENSG00000005206,687.428245938322,0.101318274776539,0.139402935093312,0.726801589283037,0.467347509364545,0.747502863208244
ENSG00000005238,ENSG00000005238,705.733199499233,-0.205823489524853,0.115328505482674,-1.78467143628923,0.0743146266797748,0.261378314227866
ENSG00000005243,ENSG00000005243,993.989596404182,-0.106568977506581,0.185248561010486,-0.575275602278761,0.565104919210969,0.815101050346285
ENSG00000005249,ENSG00000005249,301.336933757971,0.660280961014508,0.225566737067891,2.92720890321597,0.00342019064580092,0.0283984579663679
ENSG00000005302,ENSG00000005302,469.935385547665,0.190286827870615,0.159050032795597,1.19639603039354,0.231542049697082,0.522725930279274
ENSG00000005339,ENSG00000005339,2604.13968768159,-0.104401332172609,0.135777656823319,-0.768913933376105,0.441944405343221,0.72997800760229
ENSG00000005379,ENSG00000005379,158.961412885247,0.120941682055544,0.284870280470672,0.424550015732495,0.671164737312128,0.877828408215715
ENSG00000005381,ENSG00000005381,7.12408517617175,1.17019134148194,1.30316102491845,0.897963735183964,0.369204883575515,NA
ENSG00000005421,ENSG00000005421,0.106546340246823,-0.5479727975451,3.5338115409304,-0.155065653954152,0.876769558794206,NA
ENSG00000005436,ENSG00000005436,302.967289999217,0.156959065151086,0.13920988225063,1.12749944625699,0.259531374498675,0.556980670432198
ENSG00000005448,ENSG00000005448,234.244457375311,0.280155169186977,0.158303055515266,1.76973949286759,0.0767705476699992,0.267100837229988
ENSG00000005469,ENSG00000005469,422.232491862876,-0.273993709010043,0.243915852509755,-1.12331243004833,0.261304826512354,0.559599826343594
ENSG00000005471,ENSG00000005471,33.2839581855106,-1.22916811609893,0.509500416059264,-2.41249678578468,0.0158436771391784,0.0909944976385503
ENSG00000005483,ENSG00000005483,1867.57277020935,0.0138035781207251,0.131030399674047,0.105346378817916,0.916100962713078,0.977204471072656
ENSG00000005486,ENSG00000005486,856.445860419445,-0.151783526798132,0.189515705010534,-0.800902103547017,0.423188322236368,0.715624609471778
ENSG00000005513,ENSG00000005513,4.19025057528613,-0.664739149857514,1.01931793248618,-0.65214113150759,0.514310132052006,NA
ENSG00000005700,ENSG00000005700,579.449582755315,-0.0875213502560934,0.132880287580248,-0.658648109887921,0.51012176143317,0.777127043951043
ENSG00000005801,ENSG00000005801,220.819344240061,-0.245459370014967,0.221066529575411,-1.11034162650676,0.266851841958389,0.566032373453755
ENSG00000005810,ENSG00000005810,2862.99024994653,-0.0627162845815632,0.120435293399366,-0.520746724746163,0.60254322020866,0.839002388565373
ENSG00000005812,ENSG00000005812,1499.03049853399,0.408597279763832,0.171642594415545,2.38051214009631,0.0172885913592317,0.0969483723709648
ENSG00000005844,ENSG00000005844,3.21951546901152,-0.938815055266138,1.14112424414126,-0.822710638290429,0.410672564197951,NA
ENSG00000005882,ENSG00000005882,1066.40685200078,-0.127921181717228,0.145631561058773,-0.878389140288086,0.379732575700886,0.678398065189978
ENSG00000005884,ENSG00000005884,1294.27596518976,0.333534620078871,0.276376751676092,1.20681141975996,0.22750477713068,0.516885666013223
ENSG00000005889,ENSG00000005889,800.115454708102,0.0162935634136087,0.227734262436502,0.0715463858590526,0.942962908542874,0.985126994074894
ENSG00000005893,ENSG00000005893,5133.58060707205,0.043075255525092,0.0826645473305497,0.521084998540517,0.602307560798237,0.83895410726472
ENSG00000005961,ENSG00000005961,10.2882547896421,-0.619822633493279,0.637196518930078,-0.972733866365165,0.330685588884047,0.636855702396858
ENSG00000005981,ENSG00000005981,6.43695995371267,-0.629663993690796,0.791503566241046,-0.795528940799537,0.426305883039214,NA
ENSG00000006007,ENSG00000006007,2603.73463702376,0.180766912818255,0.146939239347439,1.23021538440682,0.218616460355808,0.505067943662933
ENSG00000006015,ENSG00000006015,386.908775735769,-0.0531752737518213,0.320215053323188,-0.16606113048081,0.86810884276401,0.962595056357248
ENSG00000006016,ENSG00000006016,160.452316906975,0.192130469942415,0.492939506101784,0.389764803924526,0.696710471903666,0.890964643172756
ENSG00000006025,ENSG00000006025,160.463406583492,-0.652554601970725,0.315114137862469,-2.07085155365365,0.0383726707340831,0.166902383190031
ENSG00000006042,ENSG00000006042,3151.10977435982,0.00904096047030608,0.0981847999688948,0.0920810601352783,0.926633636335824,0.979848296697804
ENSG00000006047,ENSG00000006047,0.673880264953231,-0.28828899277359,2.11000864920198,-0.136629294331387,0.891323820108563,NA
ENSG00000006059,ENSG00000006059,0,NA,NA,NA,NA,NA
ENSG00000006062,ENSG00000006062,258.268778963446,-0.584187742450786,0.273247251714176,-2.13794553755243,0.0325211637499861,0.149433563408234
ENSG00000006071,ENSG00000006071,0,NA,NA,NA,NA,NA
ENSG00000006116,ENSG00000006116,0.450684746143017,-1.01557138430551,3.11297552344815,-0.326238152743519,0.744244177342232,NA
ENSG00000006118,ENSG00000006118,458.98540697157,-0.549888036433403,0.22108725153189,-2.48719920584876,0.0128753281274608,0.0782491350282481
ENSG00000006125,ENSG00000006125,6730.77886718365,0.0802578614252499,0.108527831422018,0.739514098583266,0.459594881896326,0.741708295860771
ENSG00000006128,ENSG00000006128,0.66128073055551,1.96247700003909,3.45793653412284,0.567528345495476,0.570355274101014,NA
ENSG00000006194,ENSG00000006194,551.635247266725,0.111690123228157,0.102590118814331,1.08870254288618,0.276285080080491,0.576796707391836
ENSG00000006210,ENSG00000006210,15.8841012169951,0.950279868961395,0.61316963681672,1.54978298321291,0.121193612700763,0.357444452649086
ENSG00000006282,ENSG00000006282,1394.30895675099,-0.106981530767097,0.168558648654323,-0.634684316830829,0.525634324228742,0.78618906017745
ENSG00000006283,ENSG00000006283,61.3642320498775,-1.17347549844753,0.461209913944059,-2.54434144403466,0.0109484004701417,0.0691754380977454
ENSG00000006327,ENSG00000006327,587.259201120954,-0.146104464368199,0.321307056543872,-0.454719127366098,0.649311318367318,0.865653161678964
ENSG00000006377,ENSG00000006377,0.186293186425353,0.894699722854172,3.5338115409304,0.253182636507722,0.800127083554548,NA
ENSG00000006432,ENSG00000006432,6.99503209019926,-0.218563956252647,0.735202753906778,-0.297283919423893,0.766249757437746,NA
ENSG00000006451,ENSG00000006451,1108.16420749476,-0.569179433484938,0.210671518782101,-2.70173888134184,0.00689779102970803,0.0483025745828574
ENSG00000006453,ENSG00000006453,212.928764376348,-0.273778930114739,0.157637938515705,-1.73675786864888,0.082429918544064,0.279409381456994
ENSG00000006459,ENSG00000006459,410.885814318294,0.00560167733292783,0.312423497968065,0.0179297567864131,0.985694890343941,0.995355988415721
ENSG00000006468,ENSG00000006468,210.179164493274,0.0486120622106956,0.406144751487981,0.119691469685616,0.904727557983933,0.97322955221725
ENSG00000006530,ENSG00000006530,277.887455661785,0.0331563103437839,0.201432210451253,0.164602822306852,0.869256609641407,0.96289262200237
ENSG00000006534,ENSG00000006534,1145.46216651212,0.427916521981316,0.262825503337596,1.62813926558589,0.103495359331755,0.324386841282995
ENSG00000006555,ENSG00000006555,4.76708315841851,-0.610580002303093,0.811523360994722,-0.752387462456628,0.451818084080088,NA
ENSG00000006576,ENSG00000006576,1076.37418478476,-0.416587761528717,0.195871238274833,-2.12684498856433,0.0334329648958134,0.151963461388684
ENSG00000006606,ENSG00000006606,4.01454411368169,-0.433957880934077,0.899385404112891,-0.48250491830264,0.62944730538713,NA
ENSG00000006607,ENSG00000006607,957.991889094816,0.595861925335486,0.155053660031778,3.84294008418353,0.000121569155344697,0.00186730715790612
ENSG00000006611,ENSG00000006611,0,NA,NA,NA,NA,NA
ENSG00000006625,ENSG00000006625,177.304447555595,-0.108719218236915,0.251338881256687,-0.43256028551302,0.665334246715005,0.874771001519121
ENSG00000006634,ENSG00000006634,92.842938687114,-0.448347904396817,0.297818726994719,-1.50543892562125,0.132211267772625,0.375554705008713
ENSG00000006638,ENSG00000006638,64.0929103692678,-0.485251401133187,0.293993814908543,-1.65054969365305,0.0988305582837538,0.315141721617622
ENSG00000006652,ENSG00000006652,1086.50811752792,-0.0509940198887004,0.218671138829962,-0.233199589856955,0.815606424317956,0.943277076503539
ENSG00000006659,ENSG00000006659,1.43778491344811,-0.485808154122162,1.54326977279923,-0.314791465941168,0.752919991766199,NA
ENSG00000006695,ENSG00000006695,181.541477163383,0.196125214278241,0.202800613536295,0.967083929670363,0.333502078447717,0.639110335074108
ENSG00000006704,ENSG00000006704,291.607449568848,-0.0413723899708157,0.235419432246206,-0.17573906102852,0.860498946582366,0.960055439907514
ENSG00000006712,ENSG00000006712,1114.82190220928,-0.23893191380327,0.129796464174499,-1.84081989692762,0.0656479560432057,0.241670745882749
ENSG00000006715,ENSG00000006715,2208.49179423824,-0.13960432540234,0.134206350802331,-1.0402214542586,0.298237026187974,0.601918944778367
ENSG00000006740,ENSG00000006740,43.379700039727,-0.0199689503688067,0.379717673168433,-0.0525889411524677,0.95805942846049,0.990092804096494
ENSG00000006744,ENSG00000006744,938.900417504684,0.251716749270148,0.153817421524671,1.63646449651202,0.101742410331135,0.320684454623317
ENSG00000006747,ENSG00000006747,27.7360544388753,0.203422873843708,0.487478817022407,0.417295822383105,0.676462043823563,0.880383058666998
ENSG00000006756,ENSG00000006756,545.414312401993,-0.0147901884830417,0.15886497582269,-0.0930991139264647,0.925824821364388,0.979848296697804
ENSG00000006757,ENSG00000006757,168.95903743019,-0.0157237739884646,0.154076056441107,-0.102052027756011,0.918715378436656,0.977935795089027
ENSG00000006788,ENSG00000006788,11.2024027852827,2.95519566506426,1.06558260347776,2.77331448112923,0.00554884688108047,0.0410739423333156
ENSG00000006831,ENSG00000006831,1095.78070752679,0.243869398068222,0.0932019222248114,2.61657047673317,0.00888180268411634,0.0589718990140035
ENSG00000006837,ENSG00000006837,75.3675602917904,-0.148190196448868,0.313415249366703,-0.472823823181247,0.636338876141107,0.858561450258981
ENSG00000007001,ENSG00000007001,2.00323736390909,-0.28433411290885,1.40169857366522,-0.20284968412671,0.839252522808566,NA
ENSG00000007038,ENSG00000007038,0.887380960584451,0.607941216458294,1.95110338652524,0.311588417434397,0.755353337867784,NA
ENSG00000007047,ENSG00000007047,813.832894191521,-0.0377195317853246,0.175117680288931,-0.215395337141802,0.829459105114279,0.949377127188313
ENSG00000007062,ENSG00000007062,2.45626676455035,-0.552453765236131,1.02526595865661,-0.538839469477755,0.589997626716899,NA
ENSG00000007080,ENSG00000007080,662.955088766559,0.244243803157065,0.1588250190143,1.53781693005857,0.124093382877051,0.362327797122217
ENSG00000007129,ENSG00000007129,0,NA,NA,NA,NA,NA
ENSG00000007168,ENSG00000007168,3974.85824788827,0.0515659543599496,0.103637244893682,0.497561995331404,0.618792796310391,0.847994417723553
ENSG00000007171,ENSG00000007171,1.482516982495,-0.538363484516166,1.78169943649398,-0.302162908899806,0.762527877851067,NA
ENSG00000007174,ENSG00000007174,2.70167247050387,0.383779638887231,1.02562238283232,0.374191949504261,0.708261513034656,NA
ENSG00000007202,ENSG00000007202,6545.03722366678,0.0244029370808381,0.0920226484583553,0.265184033383713,0.79086769423834,0.932188592827431
ENSG00000007216,ENSG00000007216,0,NA,NA,NA,NA,NA
ENSG00000007237,ENSG00000007237,425.112222586833,-0.895774919748929,0.960669066386979,-0.932449009852984,NA,NA
ENSG00000007255,ENSG00000007255,130.451959536511,0.27030667578519,0.242085504302603,1.116575222312,0.264175990729212,0.562818535917882
ENSG00000007264,ENSG00000007264,2.94325916834344,0.130029540920605,0.934638476620225,0.139122820398758,0.889353095513862,NA
ENSG00000007306,ENSG00000007306,0,NA,NA,NA,NA,NA
ENSG00000007312,ENSG00000007312,2.07733296226224,0.627355655274233,1.53120649871176,0.40971329197077,0.682016278398938,NA
ENSG00000007314,ENSG00000007314,0.779954153372703,-0.684393456024241,2.03068597952153,-0.337025745450559,0.736097492250757,NA
ENSG00000007341,ENSG00000007341,281.675425442917,0.215543120141418,0.241297144887563,0.8932684232209,0.371713443720655,0.672271328534669
ENSG00000007350,ENSG00000007350,0,NA,NA,NA,NA,NA
ENSG00000007372,ENSG00000007372,40.4540315259517,0.204825992250136,0.515864168536187,0.397054117620436,0.691327553547213,0.888906755261537
ENSG00000007376,ENSG00000007376,258.460977739524,0.120341850177403,0.199984987867698,0.601754418971768,0.547337620149647,0.801624413160727
ENSG00000007384,ENSG00000007384,1823.38777953572,0.0868116045427578,0.150639122160898,0.576288571637016,0.56442014623032,0.814831723667337
ENSG00000007392,ENSG00000007392,686.873099124053,-0.103853477906693,0.110159667314384,-0.942754099014349,0.345806694833789,0.650325448437412
ENSG00000007402,ENSG00000007402,23.7963910924727,0.739536517962881,0.519137318906016,1.42454894115745,0.154287628316621,0.412769145178454
ENSG00000007516,ENSG00000007516,11.2010825391975,-0.211644977337045,0.707152760681707,-0.299291735965246,0.764717459522533,0.92209132500609
ENSG00000007520,ENSG00000007520,580.560487206145,0.071433608215324,0.150656436193299,0.474149064057718,0.63539361294804,0.85805049202836
ENSG00000007541,ENSG00000007541,653.546283118955,0.221748013687617,0.164697298587907,1.34639739442514,0.178174390795678,0.448887043378641
ENSG00000007545,ENSG00000007545,622.76848387059,0.166768403599035,0.157642472413706,1.05789005364861,0.290105570283229,0.593015098115738
ENSG00000007866,ENSG00000007866,1620.52184915199,0.553934461373928,0.156832395054799,3.53201557102012,0.00041240507102519,0.005127976026828
ENSG00000007908,ENSG00000007908,0,NA,NA,NA,NA,NA
ENSG00000007923,ENSG00000007923,977.439461349907,-0.0384290793756244,0.147724381428712,-0.260140397976005,0.794755477244616,0.9337945002981
ENSG00000007933,ENSG00000007933,877.805740707214,0.313996093721058,0.978772381072815,0.320806042132996,0.748357380267633,0.915794483205665
ENSG00000007944,ENSG00000007944,345.286662228229,-0.48978986474287,0.152322640725948,-3.21547645450867,0.00130228177581268,0.0129927914984737
ENSG00000007952,ENSG00000007952,10.1687462516428,0.809128458611217,0.57399151112206,1.40965230832335,0.158642373432464,0.419765294871177
ENSG00000007968,ENSG00000007968,3.95849086572913,0.162676335960858,0.819783077493919,0.198438270350933,0.84270217733409,NA
ENSG00000008018,ENSG00000008018,1517.71752051207,0.0478484393435371,0.110936141630619,0.431315156992359,0.666239230956021,0.875479131183769
ENSG00000008056,ENSG00000008056,17.7167030593017,0.676013565163084,0.45812472930283,1.4756102910922,0.140048540856609,0.388895333933507
ENSG00000008083,ENSG00000008083,305.072434597756,0.487459854580978,0.151932656611779,3.20839420208748,0.00133478408426799,0.013255629641455
ENSG00000008086,ENSG00000008086,372.53707879909,-0.17293529053288,0.189039000411843,-0.914812764329688,0.360289932669844,0.661817883470956
ENSG00000008118,ENSG00000008118,6.947918731314,-0.861305707934041,0.797917010811102,-1.0794427193105,0.280390415849757,NA
ENSG00000008128,ENSG00000008128,563.813333715399,0.133368795438246,0.368609963169699,0.361815492699654,0.717489913933285,0.900355020840136
ENSG00000008130,ENSG00000008130,1713.6319552007,0.830141261205871,0.151385287768091,5.48363234925162,4.16680278520376e-08,1.65633144834412e-06
ENSG00000008196,ENSG00000008196,1.08416182794751,-1.40315172411978,2.31102921164642,-0.60715447344785,0.543748402229703,NA
ENSG00000008197,ENSG00000008197,0,NA,NA,NA,NA,NA
ENSG00000008226,ENSG00000008226,8.16270077732332,-0.017171947736013,0.774036918488783,-0.0221849208039575,0.982300446086802,NA
ENSG00000008256,ENSG00000008256,3740.92435461127,1.19683521086011,0.207374531184231,5.77137030292712,7.8629466998253e-09,3.76849138509032e-07
ENSG00000008277,ENSG00000008277,19.3106346175362,-0.024106426936465,0.474529638105721,-0.050800677135143,0.95948435129975,0.990104479222652
ENSG00000008282,ENSG00000008282,1985.33227996644,0.28686409405861,0.139662741870545,2.0539772470206,0.0399778939392707,0.171710944557162
ENSG00000008283,ENSG00000008283,526.559923099993,0.0461205199046857,0.140844948264557,0.327455975332924,0.743323035649641,0.913694292258243
ENSG00000008294,ENSG00000008294,2928.30789180736,-0.166798754517566,0.135595725173486,-1.23011809040557,0.218652886650002,0.505067943662933
ENSG00000008300,ENSG00000008300,96.2831177707404,0.526617369940245,0.302734838387359,1.7395334238553,0.0819409783238845,0.278420306097691
ENSG00000008311,ENSG00000008311,714.926322098101,1.13782474997719,0.189240333953752,6.01259111207902,1.82581151492506e-09,9.5681368143737e-08
ENSG00000008323,ENSG00000008323,11.0031983554828,0.405444187987039,0.584041381860036,0.694204555670001,0.487553936046354,0.761394551600539
